Vaccine,Dose,Geography Type,Geography,Birth Year/Birth Cohort,Dimension Type,Dimension,Estimate (%),95% CI (%),Sample Size
DTaP,≥4 Doses,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a Non-MSA,64.1,52.0 to 76.2,109
DTaP,≥4 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",85,77.9 to 92.1,151
DTaP,≥4 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"White, Non-Hispanic",75.8,70.6 to 81.1,430
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Insurance Coverage,Private Insurance Only,76.2,69.7 to 82.6,520
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Insurance Coverage,Any Medicaid,82.4,74.5 to 90.3,374
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",72.2,54.2 to 90.2,66
≥1 Dose Varicella,,States/Local Areas,Nevada,2018,Age,35 Months,95.7,91.4 to 98.2,378
≥1 Dose Varicella,,States/Local Areas,Nevada,2018-2019,Age,35 Months,94.1,91.0 to 96.5,718
DTaP,≥4 Doses,States/Local Areas,Nevada,2018,Age,35 Months,88.7,82.1 to 93.6,378
DTaP,≥4 Doses,States/Local Areas,Nevada,2018-2019,Age,35 Months,85.4,80.6 to 89.6,718
Hep B,≥3 Doses,States/Local Areas,Nevada,2011,Age,19 Months,87.1,83.5 to 90.1,293
Hep B,≥3 Doses,States/Local Areas,Nevada,2019,Age,13 Months,88,82.2 to 92.0,340
Hep B,≥3 Doses,States/Local Areas,Nevada,2018,Age,13 Months,92.5,88.2 to 95.3,378
Hep B,≥3 Doses,States/Local Areas,Nevada,2018-2019,Age,13 Months,90.3,86.8 to 92.9,718
Hep B,≥3 Doses,States/Local Areas,Nevada,2012,Age,19 Months,87.6,81.6 to 91.8,272
Polio,≥2 Doses,States/Local Areas,Nevada,2018,Age,7 Months,89.5,84.3 to 93.1,378
Polio,≥2 Doses,States/Local Areas,Nevada,2018-2019,Age,7 Months,87.7,83.9 to 90.7,718
Polio,≥2 Doses,States/Local Areas,Nevada,2017,Age,7 Months,84.6,78.2 to 89.4,344
Polio,≥2 Doses,States/Local Areas,Nevada,2017-2018,Age,7 Months,87.1,83.1 to 90.2,722
Polio,≥2 Doses,States/Local Areas,Nevada,2016,Age,7 Months,83.8,77.6 to 88.6,327
Polio,≥2 Doses,States/Local Areas,Nevada,2016-2017,Age,7 Months,84.2,79.9 to 87.8,671
Hep B,≥1 Dose,States/Local Areas,Nevada,2014,Age,3 Months,89.6,82.6 to 94.0,186
Hep B,≥1 Dose,States/Local Areas,Nevada,2014-2015,Age,3 Months,92.2,88.3 to 94.9,439
Hep B,≥1 Dose,States/Local Areas,Nevada,2011,Age,3 Months,95.6,88.0 to 98.5,293
Hep B,≥1 Dose,States/Local Areas,Nevada,2012,Age,3 Months,95.3,91.0 to 97.6,272
Hep B,≥1 Dose,States/Local Areas,Nevada,2013,Age,3 Months,94.2,90.6 to 96.4,234
Hep B,≥1 Dose,States/Local Areas,Nevada,2013-2014,Age,3 Months,91.9,89.3 to 93.9,420
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,Hispanic,79.1,71.1 to 87.1,326
Hep B,≥1 Dose,States/Local Areas,Nevada,2017,Age,3 Months,91.6,86.4 to 94.9,344
Hep B,≥1 Dose,States/Local Areas,Nevada,2017-2018,Age,3 Months,94.4,91.7 to 96.3,722
Hep B,≥1 Dose,States/Local Areas,Nevada,2016,Age,3 Months,95.4,91.3 to 97.6,327
Hep B,≥1 Dose,States/Local Areas,Nevada,2016-2017,Age,3 Months,93.5,90.3 to 95.6,671
Hep B,≥1 Dose,States/Local Areas,Nevada,2015,Age,3 Months,94.8,90.0 to 97.4,253
Hep B,≥1 Dose,States/Local Areas,Nevada,2015-2016,Age,3 Months,95.1,92.2 to 96.9,580
Polio,≥2 Doses,States/Local Areas,Nevada,2014,Age,13 Months,90.4,84.2 to 94.3,186
Polio,≥2 Doses,States/Local Areas,Nevada,2014-2015,Age,13 Months,91.5,87.9 to 94.1,439
Polio,≥2 Doses,States/Local Areas,Nevada,2013,Age,13 Months,94.3,90.3 to 96.7,234
Polio,≥2 Doses,States/Local Areas,Nevada,2013-2014,Age,13 Months,92.3,88.4 to 95.0,420
Polio,≥2 Doses,States/Local Areas,Nevada,2011,Age,13 Months,94,91.8 to 95.6,293
Polio,≥2 Doses,States/Local Areas,Nevada,2012,Age,13 Months,91.1,88.5 to 93.2,272
≥1 Dose Varicella,,States/Local Areas,Nevada,2016,Age,19 Months,85.5,79.5 to 89.9,327
≥1 Dose Varicella,,States/Local Areas,Nevada,2016-2017,Age,19 Months,85.4,81.2 to 88.8,671
≥1 Dose Varicella,,States/Local Areas,Nevada,2013-2014,Age,19 Months,84.4,76.6 to 90.0,420
≥1 Dose Varicella,,States/Local Areas,Nevada,2015,Age,19 Months,86.8,82.4 to 90.2,253
≥1 Dose Varicella,,States/Local Areas,Nevada,2015-2016,Age,19 Months,86.1,82.2 to 89.3,580
≥1 Dose Varicella,,States/Local Areas,Nevada,2014,Age,19 Months,78.1,69.0 to 85.1,186
≥1 Dose Varicella,,States/Local Areas,Nevada,2014-2015,Age,19 Months,82.5,77.2 to 86.7,439
≥1 Dose MMR,,States/Local Areas,Nevada,2019,Age,13 Months,65,58.0 to 71.5,340
≥1 Dose MMR,,States/Local Areas,Nevada,2018,Age,13 Months,64.3,57.4 to 70.6,378
≥1 Dose MMR,,States/Local Areas,Nevada,2018-2019,Age,13 Months,64.6,59.7 to 69.3,718
≥1 Dose MMR,,States/Local Areas,Nevada,2017,Age,13 Months,62.9,55.5 to 69.8,344
≥1 Dose MMR,,States/Local Areas,Nevada,2017-2018,Age,13 Months,63.6,58.6 to 68.3,722
Hep B,≥3 Doses,States/Local Areas,Nevada,2011,Age,13 Months,85.3,80.6 to 89.0,293
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Poverty,133% to <400% FPL,86.8,82.4 to 91.1,389
Polio,≥2 Doses,States/Local Areas,Nevada,2015,Age,7 Months,83.7,77.0 to 88.7,253
Polio,≥2 Doses,States/Local Areas,Nevada,2015-2016,Age,7 Months,83.8,79.3 to 87.4,580
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Overall,Overall,85.5,82.5 to 88.5,973
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Poverty,<133% FPL,84.4,79.3 to 89.5,341
Polio,≥2 Doses,States/Local Areas,Nevada,2013,Age,7 Months,88.8,84.5 to 92.1,234
Polio,≥2 Doses,States/Local Areas,Nevada,2013-2014,Age,7 Months,86.7,83.4 to 89.5,420
Polio,≥2 Doses,States/Local Areas,Nevada,2014,Age,7 Months,84.6,77.0 to 90.0,186
Polio,≥2 Doses,States/Local Areas,Nevada,2014-2015,Age,7 Months,84.2,79.3 to 88.0,439
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a MSA Non-Principal City,88.7,82.7 to 94.7,172
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a Non-MSA,84,74.7 to 93.4,109
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"White, Non-Hispanic",87.2,83.3 to 91.0,430
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a MSA Principal City,84.8,81.1 to 88.4,692
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",85.1,77.4 to 92.7,151
≥1 Dose Varicella,,States/Local Areas,Nevada,2015,Age,13 Months,60.4,52.7 to 67.6,253
≥1 Dose Varicella,,States/Local Areas,Nevada,2015-2016,Age,13 Months,60.4,55.2 to 65.5,580
≥1 Dose Varicella,,States/Local Areas,Nevada,2017,Age,13 Months,64.7,57.3 to 71.5,344
≥1 Dose Varicella,,States/Local Areas,Nevada,2017-2018,Age,13 Months,64.4,59.4 to 69.0,722
≥1 Dose Varicella,,States/Local Areas,Nevada,2016,Age,13 Months,60.4,53.2 to 67.3,327
≥1 Dose Varicella,,States/Local Areas,Nevada,2016-2017,Age,13 Months,62.6,57.4 to 67.5,671
DTaP,≥4 Doses,States/Local Areas,Nevada,2017,Age,24 Months,75.9,69.1 to 82.2,344
DTaP,≥4 Doses,States/Local Areas,Nevada,2017-2018,Age,24 Months,79.5,75.1 to 83.6,722
DTaP,≥4 Doses,States/Local Areas,Nevada,2018,Age,24 Months,83.2,77.5 to 88.2,378
DTaP,≥4 Doses,States/Local Areas,Nevada,2018-2019,Age,24 Months,80.5,76.2 to 84.5,718
DTaP,≥4 Doses,States/Local Areas,Nevada,2011,Age,35 Months,90.6,84.5 to 95.0,293
DTaP,≥4 Doses,States/Local Areas,Nevada,2019,Age,24 Months,77.7,71.3 to 83.6,340
Hep B,≥3 Doses,States/Local Areas,Nevada,2017,Age,13 Months,86.9,81.0 to 91.1,344
Hep B,≥3 Doses,States/Local Areas,Nevada,2017-2018,Age,13 Months,89.7,86.2 to 92.4,722
Hep B,≥3 Doses,States/Local Areas,Nevada,2015,Age,13 Months,87.5,81.8 to 91.6,253
Hep B,≥3 Doses,States/Local Areas,Nevada,2015-2016,Age,13 Months,85.6,81.5 to 88.9,580
Hep B,≥3 Doses,States/Local Areas,Nevada,2016,Age,13 Months,83.6,77.4 to 88.4,327
Hep B,≥3 Doses,States/Local Areas,Nevada,2016-2017,Age,13 Months,85.3,81.1 to 88.6,671
DTaP,≥4 Doses,States/Local Areas,Nevada,2016,Age,35 Months,84.1,76.8 to 90.1,327
DTaP,≥4 Doses,States/Local Areas,Nevada,2016-2017,Age,35 Months,86.7,81.8 to 90.8,671
DTaP,≥4 Doses,States/Local Areas,Nevada,2017,Age,35 Months,88.7,82.0 to 93.8,344
DTaP,≥4 Doses,States/Local Areas,Nevada,2017-2018,Age,35 Months,88.8,84.2 to 92.6,722
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Poverty,>400% FPL,85.4,79.3 to 91.5,243
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Insurance Coverage,Uninsured,78.2,59.5 to 96.9,52
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a MSA Non-Principal City,83.1,71.2 to 94.9,172
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a Non-MSA,75.6,61.3 to 89.8,109
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Poverty,<133% FPL,76,67.6 to 84.3,341
Hep A,≥1 Dose,States/Local Areas,Nevada,2020,Age,35 Months,88.3,79.9 to 94.3,323
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Overall,Overall,78.8,73.7 to 83.8,973
Polio,≥2 Doses,States/Local Areas,Nevada,2019,Age,7 Months,85.8,80.0 to 90.2,340
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"White, Non-Hispanic",80.5,73.0 to 88.1,430
Hep A,≥2 Doses,States/Local Areas,Nevada,2017,Age,35 Months,78.8,70.7 to 86.0,344
Hep A,≥2 Doses,States/Local Areas,Nevada,2017-2018,Age,35 Months,79.4,73.8 to 84.5,722
Hep A,≥2 Doses,States/Local Areas,Nevada,2018,Age,35 Months,80.1,72.4 to 86.8,378
Hep A,≥2 Doses,States/Local Areas,Nevada,2018-2019,Age,35 Months,75.3,69.7 to 80.5,718
Hep B,≥3 Doses,States/Local Areas,Nevada,2014,Age,13 Months,84.4,76.5 to 90.0,186
Hep B,≥3 Doses,States/Local Areas,Nevada,2014-2015,Age,13 Months,86,81.3 to 89.6,439
Hep B,≥3 Doses,States/Local Areas,Nevada,2013,Age,13 Months,85.6,77.7 to 91.0,234
Hep B,≥3 Doses,States/Local Areas,Nevada,2013-2014,Age,13 Months,85,78.4 to 89.8,420
DTaP,≥4 Doses,States/Local Areas,Nevada,2013,Age,35 Months,90.1,83.6 to 94.8,234
DTaP,≥4 Doses,States/Local Areas,Nevada,2013-2014,Age,35 Months,87.9,82.6 to 92.1,420
Hep B,≥3 Doses,States/Local Areas,Nevada,2012,Age,13 Months,83.1,78.6 to 86.8,272
Hep A,≥2 Doses,States/Local Areas,Nevada,2019,Age,35 Months,70.7,62.7 to 78.3,340
DTaP,≥4 Doses,States/Local Areas,Nevada,2014,Age,35 Months,85.8,77.4 to 92.3,186
DTaP,≥4 Doses,States/Local Areas,Nevada,2014-2015,Age,35 Months,84.6,79.5 to 89.1,439
DTaP,≥4 Doses,States/Local Areas,Nevada,2015,Age,35 Months,83.6,77.4 to 88.9,253
DTaP,≥4 Doses,States/Local Areas,Nevada,2015-2016,Age,35 Months,84.1,79.3 to 88.3,580
DTaP,≥4 Doses,States/Local Areas,Nevada,2012,Age,35 Months,83.9,76.4 to 90.1,272
≥1 Dose Varicella,,States/Local Areas,Nevada,2018,Age,13 Months,64,57.3 to 70.2,378
≥1 Dose Varicella,,States/Local Areas,Nevada,2018-2019,Age,13 Months,64.2,59.4 to 68.8,718
≥1 Dose MMR,,States/Local Areas,Nevada,2016,Age,13 Months,59.9,52.6 to 66.8,327
≥1 Dose MMR,,States/Local Areas,Nevada,2016-2017,Age,13 Months,61.4,56.2 to 66.4,671
≥1 Dose Varicella,,States/Local Areas,Nevada,2012,Age,19 Months,81.4,72.0 to 88.2,272
≥1 Dose Varicella,,States/Local Areas,Nevada,2013,Age,19 Months,90.9,82.2 to 95.6,234
≥1 Dose Varicella,,States/Local Areas,Nevada,2011,Age,19 Months,85.3,81.6 to 88.4,293
≥1 Dose Varicella,,States/Local Areas,Nevada,2019,Age,13 Months,64.5,57.4 to 71.0,340
≥1 Dose MMR,,States/Local Areas,Nevada,2015,Age,13 Months,60.1,52.4 to 67.4,253
≥1 Dose MMR,,States/Local Areas,Nevada,2015-2016,Age,13 Months,60,54.8 to 65.1,580
≥1 Dose MMR,,States/Local Areas,Nevada,2014,Age,13 Months,61,51.7 to 69.6,186
≥1 Dose MMR,,States/Local Areas,Nevada,2014-2015,Age,13 Months,60.6,54.6 to 66.3,439
≥1 Dose Varicella,,States/Local Areas,Nevada,2013,Age,13 Months,61.5,57.9 to 65.0,234
≥1 Dose Varicella,,States/Local Areas,Nevada,2013-2014,Age,13 Months,57.2,55.6 to 58.8,420
Polio,≥2 Doses,States/Local Areas,Nevada,2018,Age,5 Months,81.2,75.3 to 86.1,378
Polio,≥2 Doses,States/Local Areas,Nevada,2018-2019,Age,5 Months,79.7,75.4 to 83.4,718
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Insurance Coverage,Uninsured,95.5,91.5 to 99.5,52
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",83.1,71.8 to 94.4,66
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Insurance Coverage,Private Insurance Only,84,79.6 to 88.3,520
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Insurance Coverage,Any Medicaid,86.7,82.2 to 91.2,374
Hep A,≥1 Dose,States/Local Areas,Nevada,2019,Age,35 Months,93.5,88.2 to 96.9,340
≥1 Dose Varicella,,States/Local Areas,Nevada,2012,Age,13 Months,56,49.2 to 62.5,272
≥1 Dose Varicella,,States/Local Areas,Nevada,2014,Age,13 Months,53,43.9 to 61.9,186
≥1 Dose Varicella,,States/Local Areas,Nevada,2014-2015,Age,13 Months,56.7,50.7 to 62.6,439
Hep A,≥2 Doses,States/Local Areas,Nevada,2014,Age,35 Months,83.5,71.7 to 92.4,186
Hep A,≥2 Doses,States/Local Areas,Nevada,2014-2015,Age,35 Months,78.4,71.3 to 84.7,439
Hep B,≥3 Doses,States/Local Areas,Nevada,2019,Age,7 Months,70.7,63.9 to 76.7,340
Hep A,≥2 Doses,States/Local Areas,Nevada,2015,Age,35 Months,74.4,66.0 to 82.1,253
Hep A,≥2 Doses,States/Local Areas,Nevada,2015-2016,Age,35 Months,79.3,73.4 to 84.7,580
Hep A,≥2 Doses,States/Local Areas,Nevada,2016,Age,35 Months,83.6,75.7 to 90.1,327
Hep A,≥2 Doses,States/Local Areas,Nevada,2016-2017,Age,35 Months,81.4,75.5 to 86.7,671
Hep B,≥3 Doses,States/Local Areas,Nevada,2018,Age,7 Months,75.9,69.8 to 81.0,378
Hep B,≥3 Doses,States/Local Areas,Nevada,2018-2019,Age,7 Months,73.3,68.8 to 77.4,718
Hep B,≥3 Doses,States/Local Areas,Nevada,2017,Age,7 Months,67.3,60.0 to 73.9,344
Hep B,≥3 Doses,States/Local Areas,Nevada,2017-2018,Age,7 Months,71.6,66.9 to 75.9,722
Polio,≥2 Doses,States/Local Areas,Nevada,2011,Age,7 Months,86.3,81.2 to 90.1,293
Polio,≥2 Doses,States/Local Areas,Nevada,2012,Age,7 Months,83.7,79.9 to 87.0,272
Hep A,≥1 Dose,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,Hispanic,84.8,79.5 to 90.0,326
Polio,≥2 Doses,States/Local Areas,Nevada,2019,Age,5 Months,78.2,71.7 to 83.5,340
Hep B,≥3 Doses,States/Local Areas,Nevada,2015,Age,7 Months,62.7,55.1 to 69.7,253
Hep B,≥3 Doses,States/Local Areas,Nevada,2015-2016,Age,7 Months,63.7,58.5 to 68.6,580
Hep B,≥3 Doses,States/Local Areas,Nevada,2014,Age,7 Months,65.2,56.1 to 73.3,186
Hep B,≥3 Doses,States/Local Areas,Nevada,2014-2015,Age,7 Months,63.9,58.0 to 69.5,439
Polio,≥2 Doses,States/Local Areas,Nevada,2017,Age,5 Months,71.1,63.6 to 77.5,344
Polio,≥2 Doses,States/Local Areas,Nevada,2017-2018,Age,5 Months,76.1,71.4 to 80.3,722
Polio,≥2 Doses,States/Local Areas,Nevada,2016,Age,5 Months,75.3,68.5 to 81.1,327
Polio,≥2 Doses,States/Local Areas,Nevada,2016-2017,Age,5 Months,73.2,68.2 to 77.6,671
Hep A,≥1 Dose,States/Local Areas,Nevada,2018,Age,35 Months,96.6,92.5 to 98.8,378
Hep A,≥1 Dose,States/Local Areas,Nevada,2018-2019,Age,35 Months,95,91.6 to 97.4,718
Hep A,≥1 Dose,States/Local Areas,Nevada,2017,Age,35 Months,89.3,83.7 to 93.6,344
Hep A,≥1 Dose,States/Local Areas,Nevada,2017-2018,Age,35 Months,93.5,89.1 to 96.5,722
Hep A,≥1 Dose,States/Local Areas,Nevada,2016,Age,35 Months,92,86.9 to 95.6,327
Hep A,≥1 Dose,States/Local Areas,Nevada,2016-2017,Age,35 Months,90.3,86.5 to 93.4,671
Hep A,≥2 Doses,States/Local Areas,Nevada,2013,Age,35 Months,71.8,63.5 to 79.6,234
Hep A,≥2 Doses,States/Local Areas,Nevada,2013-2014,Age,35 Months,76.6,69.6 to 83.0,420
Hep A,≥2 Doses,States/Local Areas,Nevada,2012,Age,35 Months,73.7,62.5 to 83.7,272
Hep A,≥2 Doses,States/Local Areas,Nevada,2011,Age,35 Months,77.6,69.5 to 84.8,293
Hep A,≥2 Doses,States/Local Areas,Nevada,2019,Age,24 Months,51.2,44.2 to 58.7,340
Hep B,≥3 Doses,States/Local Areas,Nevada,2016,Age,7 Months,64.6,57.4 to 71.2,327
Hep B,≥3 Doses,States/Local Areas,Nevada,2016-2017,Age,7 Months,66,60.9 to 70.7,671
Polio,≥2 Doses,States/Local Areas,Nevada,2015,Age,5 Months,70.3,62.7 to 76.9,253
Polio,≥2 Doses,States/Local Areas,Nevada,2015-2016,Age,5 Months,72.8,67.8 to 77.3,580
DTaP,≥4 Doses,States/Local Areas,Nevada,2015,Age,24 Months,75.3,68.5 to 81.6,253
DTaP,≥4 Doses,States/Local Areas,Nevada,2015-2016,Age,24 Months,73.6,68.8 to 78.2,580
DTaP,≥4 Doses,States/Local Areas,Nevada,2016,Age,24 Months,71.9,65.0 to 78.5,327
DTaP,≥4 Doses,States/Local Areas,Nevada,2016-2017,Age,24 Months,73.9,69.1 to 78.6,671
DTaP,≥4 Doses,States/Local Areas,Nevada,2014,Age,24 Months,75.3,67.1 to 82.8,186
DTaP,≥4 Doses,States/Local Areas,Nevada,2014-2015,Age,24 Months,75.3,70.0 to 80.3,439
Hep A,≥2 Doses,States/Local Areas,Nevada,2013,Age,24 Months,51.4,43.4 to 59.9,234
Hep A,≥2 Doses,States/Local Areas,Nevada,2013-2014,Age,24 Months,46.4,40.3 to 52.9,420
DTaP,≥4 Doses,States/Local Areas,Nevada,2018,Age,19 Months,73.5,67.1 to 79.1,378
DTaP,≥4 Doses,States/Local Areas,Nevada,2018-2019,Age,19 Months,93,89.6 to 95.3,718
DTaP,≥4 Doses,States/Local Areas,Nevada,2017,Age,19 Months,64,56.5 to 70.8,344
DTaP,≥4 Doses,States/Local Areas,Nevada,2017-2018,Age,19 Months,68.7,63.8 to 73.2,722
DTaP,≥4 Doses,States/Local Areas,Nevada,2016,Age,19 Months,66.9,59.7 to 73.3,327
DTaP,≥4 Doses,States/Local Areas,Nevada,2016-2017,Age,19 Months,65.4,60.3 to 70.2,671
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,Hispanic,90.6,86.8 to 94.4,326
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",89.6,83.9 to 95.2,151
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",78.3,66.6 to 90.1,66
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a MSA Non-Principal City,90.7,85.2 to 96.3,172
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a Non-MSA,84.8,75.3 to 94.4,109
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Race and Ethnicity,"White, Non-Hispanic",90.1,86.6 to 93.6,430
DTaP,≥3 Doses,States/Local Areas,Nevada,2014-2017,Urbanicity,Living In a MSA Principal City,89.1,86.2 to 92.0,692
PCV,≥2 Doses,States/Local Areas,Nevada,2019,Age,5 Months,76.3,69.6 to 81.8,340
PCV,≥2 Doses,States/Local Areas,Nevada,2018,Age,5 Months,80,74.0 to 84.9,378
PCV,≥2 Doses,States/Local Areas,Nevada,2018-2019,Age,5 Months,78.2,73.8 to 82.0,718
PCV,≥4 Doses,States/Local Areas,NY-City of New York,2016-2019,Insurance Coverage,Private Insurance Only,83.8,79.9 to 87.6,757
≥1 Dose MMR,,States/Local Areas,NY-City of New York,2021,Age,13 Months,59.4,50.1 to 68.1,218
≥1 Dose MMR,,States/Local Areas,NY-City of New York,2020-2021,Age,19 Months,83.8,78.8 to 87.9,560
DTaP,≥3 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,7 Months,65.4,59.5 to 70.9,560
Hib,≥3 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,7 Months,55.6,49.7 to 61.4,560
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,13 Months,84.5,79.4 to 88.6,560
Polio,≥1 Dose,States/Local Areas,NY-City of New York,2020-2021,Age,3 Months,82,76.6 to 86.3,560
Hep A,≥2 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,35 Months,68.7,59.9 to 77.1,560
Polio,≥3 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,24 Months,92,87.8 to 95.1,560
Hib,≥3 Doses,States/Local Areas,NY-City of New York,2021,Age,35 Months,89.5,81.7 to 94.9,218
Hib,≥2 Doses,States/Local Areas,NY-City of New York,2021,Age,13 Months,94.4,88.0 to 97.5,218
DTaP,≥2 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,5 Months,72,66.0 to 77.3,560
Hib,Primary Series,States/Local Areas,NY-City of New York,2021,Age,35 Months,90.3,83.4 to 95.2,218
Hep B,≥3 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,24 Months,91.9,88.2 to 94.8,560
Hib,≥3 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,19 Months,90,85.3 to 93.3,560
PCV,≥1 Dose,States/Local Areas,NY-City of New York,2020-2021,Age,3 Months,78,72.4 to 82.7,560
Polio,≥2 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,5 Months,71.8,65.8 to 77.2,560
Hep A,≥2 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,24 Months,32.5,27.1 to 38.8,560
Hib,Primary Series,States/Local Areas,NY-City of New York,2020-2021,Age,7 Months,67,61.1 to 72.4,560
≥1 Dose Varicella,,States/Local Areas,NY-City of New York,2020-2021,Age,24 Months,87.4,82.8 to 91.3,560
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Urbanicity,Living In a MSA Principal City,60,56.2 to 63.9,1046
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Race and Ethnicity,"White, Non-Hispanic",51.6,45.0 to 58.3,391
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Race and Ethnicity,"Black, Non-Hispanic",53.5,43.1 to 63.8,117
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",74.2,66.9 to 81.4,226
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Race and Ethnicity,Hispanic,64.7,58.1 to 71.4,312
Hib,Full Series,States/Local Areas,NY-City of New York,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",87.4,82.7 to 92.0,341
Hep A,≥2 Doses,States/Local Areas,NY-City of New York,2016-2019,Race and Ethnicity,"Other or Multiple Races, Non-Hispanic",83.1,74.2 to 91.9,341
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Insurance Coverage,Private Insurance Only,70.5,65.3 to 75.6,524
Influenza,,States/Local Areas,NY-City of New York,2016,Age,24 Months,56.5,49.0 to 64.2,303
Influenza,,States/Local Areas,NY-City of New York,2016-2017,Age,24 Months,59.6,54.5 to 64.7,706
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Insurance Coverage,Any Medicaid,53.6,47.6 to 59.6,393
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Insurance Coverage,Other,48.4,36.8 to 59.9,120
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Poverty,>400% FPL,70.4,64.3 to 76.5,398
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Poverty,133% to <400% FPL,52.8,44.9 to 60.8,248
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Poverty,<133% FPL,57.8,51.9 to 63.7,400
Influenza,,States/Local Areas,NY-City of New York,2014-2017,Overall,Overall,60,56.2 to 63.9,1046
Hib,Full Series,States/Local Areas,NY-City of New York,2016-2019,Insurance Coverage,Private Insurance Only,86.1,82.4 to 89.8,757
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2016-2019,Insurance Coverage,Private Insurance Only,94.9,92.7 to 97.2,757
PCV,≥3 Doses,States/Local Areas,NY-City of New York,2016-2019,Insurance Coverage,Any Medicaid,89.3,85.9 to 92.7,478
PCV,≥1 Dose,States/Local Areas,NY-City of New York,2021,Age,3 Months,77.8,68.5 to 84.9,218
DTaP,≥3 Doses,States/Local Areas,NY-City of New York,2021,Age,24 Months,89,81.5 to 94.4,218
Hib,≥2 Doses,States/Local Areas,NY-City of New York,2020-2021,Age,7 Months,88.4,83.7 to 91.8,560
Influenza,,States/Local Areas,NY-City of New York,2018,Age,24 Months,70.9,64.9 to 76.7,451
Influenza,,States/Local Areas,NY-City of New York,2018-2019,Age,24 Months,68.7,64.4 to 73.0,863
Influenza,,States/Local Areas,NY-City of New York,2017,Age,24 Months,62.9,56.4 to 69.5,403
